BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
gbⁿ	with-nasal-release voiced velar-and-bilabial stop consonant	+	+	ɡm	◌g ◌b ◌ⁿ	http://phoible.org/parameters/D66D8466DD8C2E6F2A1411903326B88F		0:-:-:-:-:+:-,+:-:-:-:-:-:-,+:-:-,+:-:-:-:0:0:0:+,-:+:-:-:-:0:0:0:+:-:-:-:-:-:-:-			1	
gǀ	voiced dental click consonant		+	ɡǀ	◌g ◌ǀ	http://phoible.org/parameters/3DD5D68246BCC77EC6F902FB595FFE05		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:+,-:-:-:-:-:-:-:-,+			6	
gǀkxʼ	from voiced dental click to voiceless velar ejective affricate cluster	+	+	ɡǀkx’	◌g ◌ǀ ◌k ◌x ◌ʼ	http://phoible.org/parameters/AE80ACC5BCDC4E401C05E4D58BAEFAA0		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:+:+:+:-:+:+:-:-:-:0:0:0:+,-:-:-:+:-:+:-:+			1	
gǀkʰ	from voiced dental click to aspirated voiceless velar stop cluster	+	+	ɡǀkʰ	◌g ◌ǀ ◌k ◌ʰ	http://phoible.org/parameters/07E95A9254A6A385338CC05E86960860		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:+,-,-:-:-,-,+:-:-:-:-:-,+,-			1	
gǀx	from voiced dental click to voiceless velar fricative cluster	+	+	ɡǀx	◌g ◌ǀ ◌x	http://phoible.org/parameters/84D847563140DB64F68B28EC5BCDBFCF		0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:+,-,-:-:-:-:-:-:-:-,+,-			2	
gǀxʼ	from voiced dental click to voiceless velar ejective fricative cluster	+	+	ɡǀx’	◌g ◌ǀ ◌x ◌ʼ	http://phoible.org/parameters/498BDF29B9EDCC2D100943F0A2C2AD2B		0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:+,-,-:-:-:-,-,+:-:-,-,+:-:-,+,-			1	
gǀʱ	breathy voiced dental click consonant	+	+	ɡǀʱ	◌g ◌ǀ ◌ʱ	http://phoible.org/parameters/89B6085E77171A1CBAD8D5397C53D3D5		0:-:-:-:-:+:-:-:-:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:+:-:-,+:-:-:-:-:-,+			1	
gǀ͓	with-friction voiced dental click consonant	+	+	ɡǀ͓	◌g ◌ǀ ◌͓	http://phoible.org/parameters/342D7AB23FCF57042E9E05A9C8F53E5E		0:-:-:-:-:+:-:-:-,+:-:-:-:-:-:-:0:0:-,+:+:+:-:+,-:+:-:-:-:0:0:0:+,-:-:-:-:-:-:-:-,+			2	
gǀ͓x	from with-friction voiced dental click to voiceless velar fricative cluster	+	+	ɡǀ͓x	◌g ◌ǀ ◌͓ ◌x	http://phoible.org/parameters/E64369110C01B387CB216236ECA23FE6		0:-:-:-:-:+:-:-,-,+:-,+,+:-:-:-:-:-:-:0:0:-,+,-:+:+:-:+,-,+:+:-:-:-:0:0:0:+,-,-:-:-:-:-:-:-:-,+,-			1	
gǁ	voiced alveolar lateral click consonant		+	ɡǁ	◌g ◌ǁ	http://phoible.org/parameters/42087FB8F05E0D496C88BD1DAF1DFAFB		0:-:-:-:-:+:-:-:-:-:-:-:-:-,+:-:0:0:-,+:+:-:-:+,-:+:-:-:-:0:0:0:+,-:-:-:-:-:-:-:-,+			4	
gǁkxʼ	from voiced alveolar lateral click to voiceless velar ejective affricate cluster	+	+	ɡǁkx’	◌g ◌ǁ ◌k ◌x ◌ʼ	http://phoible.org/parameters/F20B38FB733DE8A2684FDEBA2F66980D		0:-:-:-:-:+:-:-:-:-:-:-:-:+:-:0:0:+:+:-:-:+:+:-:-:-:0:0:0:+,-:-:-:+:-:+:-:+			1	
gǁkʰ	from voiced alveolar lateral click to aspirated voiceless velar stop cluster	+	+	ɡǁkʰ	◌g ◌ǁ ◌k ◌ʰ	http://phoible.org/parameters/44C3FE7846CBA181639F2DA41F800F7E		0:-:-:-:-:+:-:-:-:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,+:+:-:-:-:0:0:0:+,-,-:-:-,-,+:-:-:-:-:-,+,-			1	
gǁx	from voiced alveolar lateral click to voiceless velar fricative cluster	+	+	ɡǁx	◌g ◌ǁ ◌x	http://phoible.org/parameters/01FB02570641C35EBBC9B8188EE88A8C		0:-:-:-:-:+:-:-,-,+:-,-,+:-:-:-:-:-,+,-:-:0:0:-,+,-:+:-:-:+,-,+:+:-:-:-:0:0:0:+,-,-:-:-:-:-:-:-:-,+,-			2	
