ID	NAME	FEATURES	TYPE	GRAPHEME	UNICODE	GENERATED	NOTE
from_rounded_close-mid_central_to_rounded_close_front_diphthong	from rounded close-mid central to rounded close front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_central vowel_roundedness_rounded vowel_height_close vowel_centrality_front	diphthong	ɵy	LATIN SMALL LETTER BARRED O / LATIN SMALL LETTER Y	+	
from_rounded_close-mid_back_to_unrounded_open-mid_front_diphthong	from rounded close-mid back to unrounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front	diphthong	oɛ	LATIN SMALL LETTER O / LATIN SMALL LETTER OPEN E	+	
from_rounded_close-mid_back_to_unrounded_open_front_diphthong	from rounded close-mid back to unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	oa	LATIN SMALL LETTER O / LATIN SMALL LETTER A	+	
from_rounded_close-mid_back_to_unrounded_open_back_diphthong	from rounded close-mid back to unrounded open back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_open vowel_centrality_back	diphthong	oɑ	LATIN SMALL LETTER O / LATIN SMALL LETTER ALPHA	+	
from_rounded_close-mid_back_to_unrounded_near-close_near-front_diphthong	from rounded close-mid back to unrounded near-close near-front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front	diphthong	oɪ	LATIN SMALL LETTER O / LATIN LETTER SMALL CAPITAL I	+	
from_rounded_close-mid_back_to_unrounded_mid_front_diphthong	from rounded close-mid back to unrounded mid front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_mid vowel_centrality_front	diphthong	oe̞	LATIN SMALL LETTER O / LATIN SMALL LETTER E / COMBINING DOWN TACK BELOW	+	
from_rounded_close-mid_back_to_unrounded_mid_central_diphthong	from rounded close-mid back to unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	oə	LATIN SMALL LETTER O / LATIN SMALL LETTER SCHWA	+	
from_rounded_close-mid_back_to_unrounded_close-mid_front_diphthong	from rounded close-mid back to unrounded close-mid front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front	diphthong	oe	LATIN SMALL LETTER O / LATIN SMALL LETTER E	+	
from_rounded_close-mid_back_to_unrounded_close-mid_central_diphthong	from rounded close-mid back to unrounded close-mid central diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_central	diphthong	oɘ	LATIN SMALL LETTER O / LATIN SMALL LETTER REVERSED E	+	
from_rounded_close-mid_back_to_unrounded_close_front_diphthong	from rounded close-mid back to unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	oi	LATIN SMALL LETTER O / LATIN SMALL LETTER I	+	
from_rounded_close-mid_back_to_unrounded_close_central_diphthong	from rounded close-mid back to unrounded close central diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_close vowel_centrality_central	diphthong	oɨ	LATIN SMALL LETTER O / LATIN SMALL LETTER I WITH STROKE	+	
from_rounded_close-mid_back_to_unrounded_close_back_diphthong	from rounded close-mid back to unrounded close back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_unrounded vowel_height_close vowel_centrality_back	diphthong	oɯ	LATIN SMALL LETTER O / LATIN SMALL LETTER TURNED M	+	
from_rounded_close-mid_back_to_ultra-short_unrounded_close_front_diphthong	from rounded close-mid back to ultra-short unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_duration_ultra-short vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	oĭ	LATIN SMALL LETTER O / LATIN SMALL LETTER I / COMBINING BREVE	+	
from_rounded_close-mid_back_to_rounded_open-mid_back_diphthong	from rounded close-mid back to rounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_back	diphthong	oɔ	LATIN SMALL LETTER O / LATIN SMALL LETTER OPEN O	+	
from_rounded_close-mid_back_to_rounded_near-close_near-back_diphthong	from rounded close-mid back to rounded near-close near-back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_rounded vowel_height_near-close vowel_centrality_near-back	diphthong	oʊ	LATIN SMALL LETTER O / LATIN SMALL LETTER UPSILON	+	
from_rounded_close-mid_back_to_rounded_close_central_diphthong	from rounded close-mid back to rounded close central diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_rounded vowel_height_close vowel_centrality_central	diphthong	oʉ	LATIN SMALL LETTER O / LATIN SMALL LETTER U BAR	+	
from_rounded_close-mid_back_to_rounded_close_back_diphthong	from rounded close-mid back to rounded close back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	ou	LATIN SMALL LETTER O / LATIN SMALL LETTER U	+	
from_rounded_close-mid_back_to_retracted-tongue-root_rounded_close_back_diphthong	from rounded close-mid back to retracted-tongue-root rounded close back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_tongue_root_retracted-tongue-root vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	ou̙	LATIN SMALL LETTER O / LATIN SMALL LETTER U / COMBINING RIGHT TACK BELOW	+	
from_rounded_close-mid_back_to_non-syllabic_unrounded_open-mid_back_diphthong	from rounded close-mid back to non-syllabic unrounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_back	diphthong	oʌ̯	LATIN SMALL LETTER O / LATIN SMALL LETTER TURNED V / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close-mid_back_to_non-syllabic_unrounded_near-close_near-front_diphthong	from rounded close-mid back to non-syllabic unrounded near-close near-front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front	diphthong	oɪ̯	LATIN SMALL LETTER O / LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close-mid_back_to_non-syllabic_unrounded_close-mid_front_diphthong	from rounded close-mid back to non-syllabic unrounded close-mid front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front	diphthong	oe̯	LATIN SMALL LETTER O / LATIN SMALL LETTER E / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close-mid_back_to_non-syllabic_unrounded_close_front_diphthong	from rounded close-mid back to non-syllabic unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	oi̯	LATIN SMALL LETTER O / LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close-mid_back_to_non-syllabic_rounded_near-close_near-back_diphthong	from rounded close-mid back to non-syllabic rounded near-close near-back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_rounded vowel_height_near-close vowel_centrality_near-back	diphthong	oʊ̯	LATIN SMALL LETTER O / LATIN SMALL LETTER UPSILON / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close-mid_back_to_non-syllabic_rounded_close_back_diphthong	from rounded close-mid back to non-syllabic rounded close back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	ou̯	LATIN SMALL LETTER O / LATIN SMALL LETTER U / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close-mid_back_to_nasalized_rounded_near-close_near-back_diphthong	from rounded close-mid back to nasalized rounded near-close near-back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_rounded vowel_height_near-close vowel_centrality_near-back	diphthong	oʊ̃	LATIN SMALL LETTER O / LATIN SMALL LETTER UPSILON / COMBINING TILDE	+	
from_rounded_close-mid_back_to_nasalized_rounded_close_back_diphthong	from rounded close-mid back to nasalized rounded close back diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_nasalization_nasalized vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	oũ	LATIN SMALL LETTER O / LATIN SMALL LETTER U / COMBINING TILDE	+	
from_rounded_close-mid_back_to_centralized_unrounded_open_front_diphthong	from rounded close-mid back to centralized unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back vowel_relative_articulation_centralized vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	oä	LATIN SMALL LETTER O / LATIN SMALL LETTER A / COMBINING DIAERESIS	+	
from_rounded_close_front_to_unrounded_open-mid_front_diphthong	from rounded close front to unrounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front	diphthong	yɛ	LATIN SMALL LETTER Y / LATIN SMALL LETTER OPEN E	+	
from_rounded_close_front_to_unrounded_open-mid_central_diphthong	from rounded close front to unrounded open-mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_central	diphthong	yɜ	LATIN SMALL LETTER Y / LATIN SMALL LETTER REVERSED OPEN E	+	
from_rounded_close_front_to_unrounded_open-mid_back_diphthong	from rounded close front to unrounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_back	diphthong	yʌ	LATIN SMALL LETTER Y / LATIN SMALL LETTER TURNED V	+	
from_rounded_close_front_to_unrounded_open_front_diphthong	from rounded close front to unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	ya	LATIN SMALL LETTER Y / LATIN SMALL LETTER A	+	
from_rounded_close_front_to_unrounded_open_back_diphthong	from rounded close front to unrounded open back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_open vowel_centrality_back	diphthong	yɑ	LATIN SMALL LETTER Y / LATIN SMALL LETTER ALPHA	+	
from_rounded_close_front_to_unrounded_near-open_front_diphthong	from rounded close front to unrounded near-open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_front	diphthong	yæ	LATIN SMALL LETTER Y / LATIN SMALL LETTER AE	+	
from_rounded_close_front_to_unrounded_near-open_central_diphthong	from rounded close front to unrounded near-open central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_central	diphthong	yɐ	LATIN SMALL LETTER Y / LATIN SMALL LETTER TURNED A	+	
from_rounded_close_front_to_unrounded_mid_central_diphthong	from rounded close front to unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	yə	LATIN SMALL LETTER Y / LATIN SMALL LETTER SCHWA	+	
from_rounded_close_front_to_unrounded_close-mid_front_diphthong	from rounded close front to unrounded close-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front	diphthong	ye	LATIN SMALL LETTER Y / LATIN SMALL LETTER E	+	
from_rounded_close_front_to_unrounded_close-mid_back_diphthong	from rounded close front to unrounded close-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_back	diphthong	yɤ	LATIN SMALL LETTER Y / LATIN SMALL LETTER RAMS HORN	+	
from_rounded_close_front_to_unrounded_close_front_diphthong	from rounded close front to unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	yi	LATIN SMALL LETTER Y / LATIN SMALL LETTER I	+	
from_rounded_close_front_to_rounded_open-mid_front_diphthong	from rounded close front to rounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_front	diphthong	yœ	LATIN SMALL LETTER Y / LATIN SMALL LIGATURE OE	+	
from_rounded_close_front_to_rounded_open_back_diphthong	from rounded close front to rounded open back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_open vowel_centrality_back	diphthong	yɒ	LATIN SMALL LETTER Y / LATIN SMALL LETTER TURNED ALPHA	+	
from_rounded_close_front_to_rounded_mid_front_diphthong	from rounded close front to rounded mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_mid vowel_centrality_front	diphthong	yø̞	LATIN SMALL LETTER Y / LATIN SMALL LETTER O WITH STROKE / COMBINING DOWN TACK BELOW	+	
from_rounded_close_front_to_rounded_close-mid_front_diphthong	from rounded close front to rounded close-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_front	diphthong	yø	LATIN SMALL LETTER Y / LATIN SMALL LETTER O WITH STROKE	+	
from_rounded_close_front_to_rounded_close-mid_central_diphthong	from rounded close front to rounded close-mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_central	diphthong	yɵ	LATIN SMALL LETTER Y / LATIN SMALL LETTER BARRED O	+	
from_rounded_close_front_to_rounded_close-mid_back_diphthong	from rounded close front to rounded close-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back	diphthong	yo	LATIN SMALL LETTER Y / LATIN SMALL LETTER O	+	
from_rounded_close_front_to_rounded_close_back_diphthong	from rounded close front to rounded close back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	yu	LATIN SMALL LETTER Y / LATIN SMALL LETTER U	+	
from_rounded_close_front_to_non-syllabic_unrounded_open-mid_back_diphthong	from rounded close front to non-syllabic unrounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_back	diphthong	yʌ̯	LATIN SMALL LETTER Y / LATIN SMALL LETTER TURNED V / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_front_to_non-syllabic_unrounded_mid_central_diphthong	from rounded close front to non-syllabic unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	yə̯	LATIN SMALL LETTER Y / LATIN SMALL LETTER SCHWA / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_front_to_non-syllabic_unrounded_close_front_diphthong	from rounded close front to non-syllabic unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	yi̯	LATIN SMALL LETTER Y / LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_front_to_non-syllabic_rounded_close_back_diphthong	from rounded close front to non-syllabic rounded close back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_syllabicity_non-syllabic vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	yu̯	LATIN SMALL LETTER Y / LATIN SMALL LETTER U / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_front_to_nasalized_unrounded_close_front_diphthong	from rounded close front to nasalized unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_nasalization_nasalized vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	yĩ	LATIN SMALL LETTER Y / LATIN SMALL LETTER I / COMBINING TILDE	+	
from_rounded_close_front_to_long_rounded_open-mid_front_diphthong	from rounded close front to long rounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_front vowel_duration_long vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_front	diphthong	yœː	LATIN SMALL LETTER Y / LATIN SMALL LIGATURE OE / MODIFIER LETTER TRIANGULAR COLON	+	
from_rounded_close_central_to_unrounded_mid_central_diphthong	from rounded close central to unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_central vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	ʉə	LATIN SMALL LETTER U BAR / LATIN SMALL LETTER SCHWA	+	
from_rounded_close_central_to_unrounded_close_front_diphthong	from rounded close central to unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_central vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	ʉi	LATIN SMALL LETTER U BAR / LATIN SMALL LETTER I	+	
from_rounded_close_central_to_rounded_close_back_diphthong	from rounded close central to rounded close back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_central vowel_roundedness_rounded vowel_height_close vowel_centrality_back	diphthong	ʉu	LATIN SMALL LETTER U BAR / LATIN SMALL LETTER U	+	
from_rounded_close_central_to_retracted_rounded_open-mid_front_diphthong	from rounded close central to retracted rounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_central vowel_relative_articulation_retracted vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_front	diphthong	ʉœ̠	LATIN SMALL LETTER U BAR / LATIN SMALL LIGATURE OE / COMBINING MINUS SIGN BELOW	+	
from_rounded_close_central_to_retracted_rounded_open-mid_central_diphthong	from rounded close central to retracted rounded open-mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_central vowel_relative_articulation_retracted vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_central	diphthong	ʉɞ̠	LATIN SMALL LETTER U BAR / LATIN SMALL LETTER CLOSED REVERSED OPEN E / COMBINING MINUS SIGN BELOW	+	
from_rounded_close_central_to_non-syllabic_unrounded_close_front_diphthong	from rounded close central to non-syllabic unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_central vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	ʉi̯	LATIN SMALL LETTER U BAR / LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_back_to_unrounded_open-mid_front_diphthong	from rounded close back to unrounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_front	diphthong	uɛ	LATIN SMALL LETTER U / LATIN SMALL LETTER OPEN E	+	
from_rounded_close_back_to_unrounded_open-mid_central_diphthong	from rounded close back to unrounded open-mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_central	diphthong	uɜ	LATIN SMALL LETTER U / LATIN SMALL LETTER REVERSED OPEN E	+	
from_rounded_close_back_to_unrounded_open-mid_back_diphthong	from rounded close back to unrounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_back	diphthong	uʌ	LATIN SMALL LETTER U / LATIN SMALL LETTER TURNED V	+	
from_rounded_close_back_to_unrounded_open_front_diphthong	from rounded close back to unrounded open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_open vowel_centrality_front	diphthong	ua	LATIN SMALL LETTER U / LATIN SMALL LETTER A	+	
from_rounded_close_back_to_unrounded_open_back_diphthong	from rounded close back to unrounded open back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_open vowel_centrality_back	diphthong	uɑ	LATIN SMALL LETTER U / LATIN SMALL LETTER ALPHA	+	
from_rounded_close_back_to_unrounded_near-open_front_diphthong	from rounded close back to unrounded near-open front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_front	diphthong	uæ	LATIN SMALL LETTER U / LATIN SMALL LETTER AE	+	
from_rounded_close_back_to_unrounded_near-open_central_diphthong	from rounded close back to unrounded near-open central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_central	diphthong	uɐ	LATIN SMALL LETTER U / LATIN SMALL LETTER TURNED A	+	
from_rounded_close_back_to_unrounded_near-close_near-front_diphthong	from rounded close back to unrounded near-close near-front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front	diphthong	uɪ	LATIN SMALL LETTER U / LATIN LETTER SMALL CAPITAL I	+	
from_rounded_close_back_to_unrounded_mid_front_diphthong	from rounded close back to unrounded mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_mid vowel_centrality_front	diphthong	ue̞	LATIN SMALL LETTER U / LATIN SMALL LETTER E / COMBINING DOWN TACK BELOW	+	
from_rounded_close_back_to_unrounded_mid_central_diphthong	from rounded close back to unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	uə	LATIN SMALL LETTER U / LATIN SMALL LETTER SCHWA	+	
from_rounded_close_back_to_unrounded_close-mid_front_diphthong	from rounded close back to unrounded close-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front	diphthong	ue	LATIN SMALL LETTER U / LATIN SMALL LETTER E	+	
from_rounded_close_back_to_unrounded_close-mid_back_diphthong	from rounded close back to unrounded close-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_back	diphthong	uɤ	LATIN SMALL LETTER U / LATIN SMALL LETTER RAMS HORN	+	
from_rounded_close_back_to_unrounded_close_front_diphthong	from rounded close back to unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	ui	LATIN SMALL LETTER U / LATIN SMALL LETTER I	+	
from_rounded_close_back_to_unrounded_close_central_diphthong	from rounded close back to unrounded close central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_unrounded vowel_height_close vowel_centrality_central	diphthong	uɨ	LATIN SMALL LETTER U / LATIN SMALL LETTER I WITH STROKE	+	
from_rounded_close_back_to_rounded_open-mid_front_diphthong	from rounded close back to rounded open-mid front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_front	diphthong	uœ	LATIN SMALL LETTER U / LATIN SMALL LIGATURE OE	+	
from_rounded_close_back_to_rounded_open-mid_back_diphthong	from rounded close back to rounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_back	diphthong	uɔ	LATIN SMALL LETTER U / LATIN SMALL LETTER OPEN O	+	
from_rounded_close_back_to_rounded_mid_back_diphthong	from rounded close back to rounded mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_rounded vowel_height_mid vowel_centrality_back	diphthong	uo̞	LATIN SMALL LETTER U / LATIN SMALL LETTER O / COMBINING DOWN TACK BELOW	+	
from_rounded_close_back_to_rounded_close-mid_back_diphthong	from rounded close back to rounded close-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back	diphthong	uo	LATIN SMALL LETTER U / LATIN SMALL LETTER O	+	
from_rounded_close_back_to_rounded_close_front_diphthong	from rounded close back to rounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_roundedness_rounded vowel_height_close vowel_centrality_front	diphthong	uy	LATIN SMALL LETTER U / LATIN SMALL LETTER Y	+	
from_rounded_close_back_to_rhotacized_unrounded_open_back_diphthong	from rounded close back to rhotacized unrounded open back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_rhotacization_rhotacized vowel_roundedness_unrounded vowel_height_open vowel_centrality_back	diphthong	uɑ˞	LATIN SMALL LETTER U / LATIN SMALL LETTER ALPHA / MODIFIER LETTER RHOTIC HOOK	+	
from_rounded_close_back_to_non-syllabic_unrounded_open-mid_back_diphthong	from rounded close back to non-syllabic unrounded open-mid back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_open-mid vowel_centrality_back	diphthong	uʌ̯	LATIN SMALL LETTER U / LATIN SMALL LETTER TURNED V / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_back_to_non-syllabic_unrounded_near-close_near-front_diphthong	from rounded close back to non-syllabic unrounded near-close near-front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front	diphthong	uɪ̯	LATIN SMALL LETTER U / LATIN LETTER SMALL CAPITAL I / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_back_to_non-syllabic_unrounded_mid_central_diphthong	from rounded close back to non-syllabic unrounded mid central diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	diphthong	uə̯	LATIN SMALL LETTER U / LATIN SMALL LETTER SCHWA / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_back_to_non-syllabic_unrounded_close_front_diphthong	from rounded close back to non-syllabic unrounded close front diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	diphthong	ui̯	LATIN SMALL LETTER U / LATIN SMALL LETTER I / COMBINING INVERTED BREVE BELOW	+	
from_rounded_close_back_to_non-syllabic_rounded_near-close_near-back_diphthong	from rounded close back to non-syllabic rounded near-close near-back diphthong	vowel_roundedness_rounded vowel_height_close vowel_centrality_back vowel_syllabicity_non-syllabic vowel_roundedness_rounded vowel_height_near-close vowel_centrality_near-back	diphthong	uʊ̯	LATIN SMALL LETTER U / LATIN SMALL LETTER UPSILON / COMBINING INVERTED BREVE BELOW	+	
